name,value,year,lastValue,rank
Rondo,26.7,2005,19.6,10
Rondo,33,2006,26.7,9
Rondo,38.7,2007,33,9
Rondo,41.6,2008,38.7,9
Rondo,43,2009,41.6,9
Rondo,44.9,2010,43,9
Rondo,44.5,2011,44.9,9
Rondo,46.2,2012,44.5,9
Rondo,47.4,2013,46.2,8
Rondo,47.2,2014,47.4,8
Rondo,48.2,2015,47.2,7
Rondo,54,2016,48.2,7
Rondo,56,2017,54,7
Rondo,58,2018,56,9
Regent,3.9,2000,3.9,13
Regent,5.6,2001,3.9,13
Regent,7.3,2002,5.6,13
Regent,9,2003,7.3,12
Regent,10.7,2004,9,12
Regent,12.4,2005,10.7,14
Regent,14,2006,12.4,14
Regent,14.8,2007,14,14
Regent,17.3,2008,14.8,14
Regent,19.3,2009,17.3,14
Regent,19.5,2010,19.3,14
Regent,20.2,2011,19.5,14
Regent,23,2012,20.2,13
Regent,24.3,2013,23,13
Regent,24.6,2014,24.3,12
Regent,26.8,2015,24.6,13
Regent,28.6,2016,26.8,13
Regent,34.3,2017,28.6,10
Regent,40,2018,34.3,10
Schonburger,64.5,2000,64.5,5
Schonburger,60.2,2001,64.5,5
Schonburger,56,2002,60.2,5
Schonburger,51.7,2003,56,5
Schonburger,51.6,2004,51.7,5
Schonburger,49.1,2005,51.6,7
Schonburger,47.1,2006,49.1,8
Schonburger,47,2007,47.1,8
Schonburger,44.5,2008,47,8
Schonburger,42.2,2009,44.5,10
Schonburger,42,2010,42.2,10
Schonburger,41.6,2011,42,10
Schonburger,41.8,2012,41.6,10
Schonburger,34.5,2013,41.8,11
Schonburger,31.8,2014,34.5,11
Schonburger,27.8,2015,31.8,11
Schonburger,26.3,2016,27.8,14
Schonburger,20.65,2017,26.3,13
Schonburger,15,2018,20.65,14
Pinot Gris,0,2000,0,20
Pinot Gris,0,2001,0,20
Pinot Gris,0,2002,0,20
Pinot Gris,0,2003,0,20
Pinot Gris,0,2004,0,20
Pinot Gris,0,2005,0,20
Pinot Gris,0,2006,0,20
Pinot Gris,0,2007,0,20
Pinot Gris,0,2008,0,20
Pinot Gris,0,2009,0,20
Pinot Gris,0,2010,0,20
Pinot Gris,0,2011,0,20
Pinot Gris,0,2012,0,20
Pinot Gris,0,2013,0,20
Pinot Gris,0,2014,0,20
Pinot Gris,0,2015,0,20
Pinot Gris,0,2016,0,20
Pinot Gris,0,2017,0,20
Pinot Gris,70,2018,0,6
